SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct
1-870251568,12/30/2017 02:51:20 PM,01/03/2018 03:30:23 PM,SR Created,OCB,Graffiti Removal,Cancelled,Mobile App,iOS,N,NDFY,01/02/2018 03:29:57 PM,01/03/2018 03:30:22 PM,Y,N,"7035 N NAGLE AVE, 91605",7035,N,NAGLE,AVE,91605,34.1984288556,-118.423928495,"(34.1984288556, -118.423928495)",532,D,5,South Valley APC,2,Paul Krekorian,22,NOHO WEST NC,NORTH HOLLYWOOD
1-870249007,12/30/2017 02:50:16 PM,01/06/2018 09:11:17 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,N,NC,01/06/2018 12:00:00 AM,01/06/2018 09:11:16 AM,Y,,"6712 W YUCCA ST, 90028",6712,W,YUCCA,ST,90028,34.1030797853,-118.33652638,"(34.1030797853, -118.33652638)",593,E,4,Central APC,13,Mitch O'Farrell,29,HOLLYWOOD HILLS WEST NC,HOLLYWOOD
1-870246711,12/30/2017 02:49:47 PM,01/04/2018 12:39:25 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/04/2018 12:00:00 AM,01/04/2018 12:39:25 PM,Y,N,"505 N BUNKER HILL AVE, 90012",505,N,BUNKER HILL,AVE,90012,34.0606543714,-118.245545178,"(34.0606543714, -118.245545178)",634,F,2,Central APC,1,Gilbert Cedillo,46,HISTORIC CULTURAL NC,CENTRAL
1-870246621,12/30/2017 02:49:29 PM,03/12/2018 03:57:32 PM,SR Created,BOS,Homeless Encampment,Closed,Call,,N,SLA,01/08/2018 12:00:00 AM,03/12/2018 03:57:31 PM,Y,N,"2555 W SOUTHWEST DR, 90043",2555,W,SOUTHWEST,DR,90043,33.9816637256,-118.321564957,"(33.9816637256, -118.321564957)",673,G,7,South Los Angeles APC,8,Marqueece Harris-Dawson,80,PARK MESA HEIGHTS CC,77TH STREET
1-870250717,12/30/2017 02:49:03 PM,12/31/2017 11:47:14 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,Y,KYCC,12/31/2017 11:46:56 AM,12/31/2017 11:47:13 AM,Y,N,"ARDMORE AVE AT VENICE BLVD, 90006",,,,,90006,34.0435803538,-118.302559385,"(34.0435803538, -118.302559385)",633,J,5,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",OLYMPIC
1-870251453,12/30/2017 02:49:00 PM,01/04/2018 02:45:01 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,N,NDFY,01/04/2018 02:44:36 PM,01/04/2018 02:45:01 PM,Y,N,"7018 N NAGLE AVE, 91605",7018,N,NAGLE,AVE,91605,34.19811642,-118.423482028,"(34.19811642, -118.423482028)",532,D,5,South Valley APC,2,Paul Krekorian,22,NOHO WEST NC,NORTH HOLLYWOOD
1-870251370,12/30/2017 02:48:45 PM,01/04/2018 09:09:10 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,N,WV,01/04/2018 12:00:00 AM,01/04/2018 09:09:09 AM,Y,,"17340 W NORDHOFF ST, 91325",17340,W,NORDHOFF,ST,91325,34.2356448896,-118.513000135,"(34.2356448896, -118.513000135)",501,B,7,North Valley APC,12,Mitchell Englander,124,NORTHRIDGE SOUTH NC,DEVONSHIRE
1-870250988,12/30/2017 02:48:21 PM,12/31/2017 12:03:43 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,Y,KYCC,12/31/2017 12:02:49 PM,12/31/2017 12:03:43 PM,Y,N,"20TH ST AT MARIPOSA AVE, 90007",,,,,90007,34.0375623393,-118.298391398,"(34.0375623393, -118.298391398)",633,J,6,South Los Angeles APC,1,Gilbert Cedillo,76,PICO UNION NC,OLYMPIC
1-870249112,12/30/2017 02:47:09 PM,12/31/2017 12:06:05 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,Y,KYCC,12/31/2017 12:05:55 PM,12/31/2017 12:06:05 PM,Y,N,"20TH ST AT MARIPOSA AVE, 90007",,,,,90007,34.0375623393,-118.298391398,"(34.0375623393, -118.298391398)",633,J,6,South Los Angeles APC,1,Gilbert Cedillo,76,PICO UNION NC,OLYMPIC
1-870250262,12/30/2017 02:43:52 PM,12/31/2017 11:56:26 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,Y,KYCC,12/31/2017 11:56:10 AM,12/31/2017 11:56:25 AM,Y,N,"MARIPOSA AVE AT 20TH ST, 90007",,,,,90007,34.0381330583,-118.298393046,"(34.0381330583, -118.298393046)",633,J,6,South Los Angeles APC,1,Gilbert Cedillo,76,PICO UNION NC,OLYMPIC
1-870250281,12/30/2017 02:43:51 PM,01/04/2018 09:50:14 AM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,WLA,01/04/2018 12:00:00 AM,01/04/2018 09:50:14 AM,Y,N,"11628 W MAYFIELD AVE, 90049",11628,W,MAYFIELD,AVE,90049,34.0526032773,-118.462210151,"(34.0526032773, -118.462210151)",631,J,4,West Los Angeles APC,11,Mike Bonin,,,WEST LOS ANGELES
1-870247623,12/30/2017 02:43:00 PM,12/31/2017 12:05:26 PM,SR Created,OCB,Graffiti Removal,Cancelled,Mobile App,Android,Y,KYCC,12/31/2017 12:04:53 PM,12/31/2017 12:05:25 PM,Y,N,"MARIPOSA AVE AT WASHINGTON BLVD, 90007",,,,,90007,34.0399665111,-118.298398331,"(34.0399665111, -118.298398331)",633,J,5,South Los Angeles APC,1,Gilbert Cedillo,76,PICO UNION NC,OLYMPIC
1-870247731,12/30/2017 02:42:05 PM,01/05/2018 09:07:33 AM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,EV,01/05/2018 12:00:00 AM,01/05/2018 09:07:33 AM,Y,N,"13627 W HART ST, 91405",13627,W,HART,ST,91405,34.1976687057,-118.430038367,"(34.1976687057, -118.430038367)",532,C,5,South Valley APC,2,Paul Krekorian,21,GREATER VALLEY GLEN COUNCIL,VAN NUYS
1-870247484,12/30/2017 02:41:56 PM,12/31/2017 12:04:33 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,Y,KYCC,12/31/2017 12:04:16 PM,12/31/2017 12:04:32 PM,Y,N,"1884 W WASHINGTON BLVD, 90007",1884,W,WASHINGTON,BLVD,90007,34.039758145,-118.299957502,"(34.039758145, -118.299957502)",633,J,5,South Los Angeles APC,1,Gilbert Cedillo,76,PICO UNION NC,OLYMPIC
1-870245480,12/30/2017 02:41:16 PM,01/04/2018 09:00:51 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,N,WV,01/04/2018 12:00:00 AM,01/04/2018 09:00:50 AM,Y,,"17343 W HARTLAND ST, 91406",17343,W,HARTLAND,ST,91406,34.1951656041,-118.51133549,"(34.1951656041, -118.51133549)",531,C,5,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY
1-870249921,12/30/2017 02:40:19 PM,01/05/2018 08:47:52 AM,SR Created,BOS,Homeless Encampment,Closed,Self Service,,N,WV,01/05/2018 12:00:00 AM,01/05/2018 08:47:51 AM,Y,N,"WINNETKA AVE AT VENTURA BLVD, 91364",,,,,91364,34.1709491732,-118.570962334,"(34.1709491732, -118.570962334)",560,E,2,South Valley APC,3,Bob Blumenfield,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA
1-870248911,12/30/2017 02:39:59 PM,12/31/2017 11:46:25 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,Y,KYCC,12/31/2017 11:46:10 AM,12/31/2017 11:46:24 AM,Y,N,"VENICE BLVD AT ROOSEVELT AVE, 90006",,,,,90006,34.0435869253,-118.301832171,"(34.0435869253, -118.301832171)",633,J,5,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",OLYMPIC
1-870247276,12/30/2017 02:39:55 PM,01/04/2018 11:46:43 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,N,EV,01/04/2018 12:00:00 AM,01/04/2018 11:46:42 AM,Y,,"10745 W HORTENSE ST, 91602",10745,W,HORTENSE,ST,91602,34.1548605783,-118.365119852,"(34.1548605783, -118.365119852)",563,A,4,South Valley APC,2,Paul Krekorian,24,MID-TOWN NORTH HOLLYWOOD NC,NORTH HOLLYWOOD
1-870247311,12/30/2017 02:39:15 PM,12/30/2017 02:40:16 PM,SR Created,BOS,Bulky Items,Closed,Driver Self Report,,N,WV,01/03/2018 12:00:00 AM,12/30/2017 02:40:16 PM,Y,N,"8042 N MASON AVE, 91306",8042,N,MASON,AVE,91306,34.2161686152,-118.579689304,"(34.2161686152, -118.579689304)",530,D,3,South Valley APC,3,Bob Blumenfield,14,WINNETKA NC,TOPANGA
1-870249801,12/30/2017 02:39:01 PM,01/06/2018 09:23:12 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/06/2018 12:00:00 AM,01/06/2018 09:23:12 AM,Y,N,"5145 W CLINTON ST, 90004",5145,W,CLINTON,ST,90004,34.0817561132,-118.315200583,"(34.0817561132, -118.315200583)",593,G,7,Central APC,4,David Ryu,119,GREATER WILSHIRE NC,OLYMPIC
1-870245501,12/30/2017 02:37:03 PM,12/30/2017 02:37:44 PM,SR Created,BOS,Bulky Items,Closed,Driver Self Report,,N,WV,01/03/2018 12:00:00 AM,12/30/2017 02:37:44 PM,Y,N,"20445 CANTARA ST, 91306",20445,,CANTARA,ST,91306,34.2192431236,-118.57747158,"(34.2192431236, -118.57747158)",530,D,2,South Valley APC,3,Bob Blumenfield,14,WINNETKA NC,TOPANGA
1-870245491,12/30/2017 02:37:03 PM,01/02/2018 01:27:53 PM,SR Created,BOS,Dead Animal Removal,Closed,Call,,N,EV,,01/02/2018 01:27:52 PM,Y,N,"11944 W SATICOY ST, 91605",11944,W,SATICOY,ST,91605,34.2083112474,-118.393870105,"(34.2083112474, -118.393870105)",532,G,3,North Valley APC,2,Paul Krekorian,23,NORTH HOLLYWOOD NORTHEAST NC,NORTH HOLLYWOOD
1-870244551,12/30/2017 02:36:36 PM,01/02/2018 10:06:29 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,,N,SLA,01/02/2018 12:00:00 AM,01/02/2018 10:06:29 PM,Y,N,"1505 W 28TH ST, 90007",1505,W,28TH,ST,90007,34.0296816652,-118.294811977,"(34.0296816652, -118.294811977)",634,A,7,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST
1-870246838,12/30/2017 02:36:32 PM,12/31/2017 06:18:50 AM,SR Created,OCB,Graffiti Removal,Cancelled,Mobile App,iOS,N,NEGB,12/31/2017 06:17:59 AM,12/31/2017 06:18:49 AM,Y,N,"WOODMAN AVE AT SATICOY ST, 91402",,,,,91402,34.2094272013,-118.431026263,"(34.2094272013, -118.431026263)",532,C,3,North Valley APC,6,Nury Martinez,100,PANORAMA CITY NC,MISSION
1-870241597,12/30/2017 02:36:09 PM,01/08/2018 10:26:04 PM,SR Created,BSL,Multiple Streetlight Issue,Closed,Mobile App,iOS,N,EAST,01/02/2018 12:00:00 AM,01/02/2018 12:00:00 AM,Y,,"5372 E HUNTINGTON DR SOUTH, 90032",5372,E,HUNTINGTON,DR,90032,34.0904764205,-118.164404379,"(34.0904764205, -118.164404379)",595,G,5,East Los Angeles APC,14,Jose Huizar,48,LA-32 NC,HOLLENBECK
1-870245841,12/30/2017 02:35:33 PM,01/02/2018 02:25:23 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,SLA,01/02/2018 12:00:00 AM,01/02/2018 02:25:22 PM,Y,N,"1505 W 28TH ST, 90007",1505,W,28TH,ST,90007,34.0296816652,-118.294811977,"(34.0296816652, -118.294811977)",634,A,7,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST
1-870243527,12/30/2017 02:35:16 PM,01/04/2018 02:27:20 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,Y,CCAC,01/03/2018 03:29:05 PM,01/04/2018 02:27:20 PM,Y,N,"1710 W SUNSET BLVD, 90026",1710,W,SUNSET,BLVD,90026,34.0772229315,-118.2589643,"(34.0772229315, -118.2589643)",594,E,7,East Los Angeles APC,13,Mitch O'Farrell,44,GREATER ECHO PARK ELYSIAN NC,RAMPART
1-870242751,12/30/2017 02:34:55 PM,01/05/2018 01:18:57 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,01/05/2018 12:00:00 AM,01/05/2018 01:18:56 PM,Y,N,"8845 N LANGDON AVE, 91343",8845,N,LANGDON,AVE,91343,34.2314736888,-118.469987848,"(34.2314736888, -118.469987848)",501,G,7,North Valley APC,6,Nury Martinez,112,NORTH HILLS EAST,MISSION
1-870243661,12/30/2017 02:34:34 PM,01/02/2018 01:33:09 PM,SR Created,BOS,Dead Animal Removal,Closed,Call,,N,HB,,01/02/2018 01:33:09 PM,Y,N,"515 N MEYLER ST, 90731",515,N,MEYLER,ST,90731,33.7479897137,-118.296878712,"(33.7479897137, -118.296878712)",824,A,4,Harbor APC,15,Joe Buscaino,95,CENTRAL SAN PEDRO NC,HARBOR
1-870244961,12/30/2017 02:33:53 PM,12/30/2017 02:34:49 PM,SR Created,BOS,Bulky Items,Closed,Driver Self Report,,N,WV,01/03/2018 12:00:00 AM,12/30/2017 02:34:49 PM,Y,N,"20384 W SCHOENBORN ST, 91306",20384,W,SCHOENBORN,ST,91306,34.2209141539,-118.577535027,"(34.2209141539, -118.577535027)",530,D,2,North Valley APC,3,Bob Blumenfield,14,WINNETKA NC,DEVONSHIRE
1-870244271,12/30/2017 02:33:46 PM,01/01/2018 09:31:15 PM,SR Created,BOS,Bulky Items,Cancelled,Call,,N,EV,01/02/2018 12:00:00 AM,01/01/2018 09:31:14 PM,Y,N,"9957 N STONEHURST AVE, 91352",9957,N,STONEHURST,AVE,91352,34.2509482073,-118.371046349,"(34.2509482073, -118.371046349)",503,A,4,North Valley APC,7,Monica Rodriguez,9,FOOTHILL TRAILS DISTRICT NC,FOOTHILL
1-870243451,12/30/2017 02:32:50 PM,01/02/2018 07:07:11 PM,SR Created,BOS,Bulky Items,Closed,Mobile App,Android,N,WLA,01/02/2018 12:00:00 AM,01/02/2018 07:07:10 PM,Y,,"27TH PL AT SPEEDWAY, 90291",,,,,90291,33.9810464307,-118.468150509,"(33.9810464307, -118.468150509)",671,H,7,West Los Angeles APC,11,Mike Bonin,68,VENICE NC,PACIFIC
1-870242371,12/30/2017 02:32:50 PM,01/02/2018 05:32:50 PM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,WV,01/02/2018 12:00:00 AM,01/02/2018 05:32:50 PM,Y,N,"18401 W SANDRINGHAM CT, 91326",18401,W,SANDRINGHAM,CT,91326,34.2807100671,-118.533639837,"(34.2807100671, -118.533639837)",500,J,1,North Valley APC,12,Mitchell Englander,114,PORTER RANCH NC,DEVONSHIRE
1-870243301,12/30/2017 02:32:23 PM,01/09/2018 10:23:10 AM,SR Created,OCB,Graffiti Removal,Closed,Call,,N,SLABT,01/06/2018 10:22:41 AM,01/09/2018 10:23:10 AM,Y,N,"413 W 54TH ST, 90037",413,W,54TH,ST,90037,33.9933950796,-118.281123507,"(33.9933950796, -118.281123507)",674,B,5,South Los Angeles APC,9,Curren D. Price Jr.,109,VOICES OF 90037,77TH STREET
1-870241216,12/30/2017 02:32:03 PM,01/06/2018 11:19:23 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,Android,Y,EV,01/06/2018 12:00:00 AM,01/06/2018 11:19:23 AM,Y,,"13028 N SAN FERNANDO ROAD, 91342",13028,N,SAN FERNANDO,ROAD,91342,34.3069190934,-118.468282255,"(34.3069190934, -118.468282255)",481,G,4,North Valley APC,7,Monica Rodriguez,5,SYLMAR NC,MISSION
1-870243181,12/30/2017 02:31:55 PM,01/02/2018 10:39:10 PM,SR Created,BOS,Electronic Waste,Closed,Call,,N,WV,01/02/2018 12:00:00 AM,01/02/2018 10:39:10 PM,Y,N,"18826 W MERRIDY ST, 91324",18826,W,MERRIDY,ST,91324,34.2518224621,-118.543668425,"(34.2518224621, -118.543668425)",500,H,5,North Valley APC,12,Mitchell Englander,113,NORTHRIDGE WEST,DEVONSHIRE
1-870242151,12/30/2017 02:31:01 PM,01/06/2018 09:53:14 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,01/06/2018 12:00:00 AM,01/06/2018 09:53:13 AM,Y,N,"15015 W LASSEN ST, 91345",15015,W,LASSEN,ST,91345,34.2501165713,-118.459427752,"(34.2501165713, -118.459427752)",501,H,5,North Valley APC,7,Monica Rodriguez,101,MISSION HILLS NC,MISSION
1-870243051,12/30/2017 02:30:59 PM,12/30/2017 02:31:52 PM,SR Created,BOS,Bulky Items,Closed,Driver Self Report,,N,WV,01/03/2018 12:00:00 AM,12/30/2017 02:31:52 PM,Y,N,"20328 W SCHOENBORN ST, 91306",20328,W,SCHOENBORN,ST,91306,34.2210537099,-118.576223757,"(34.2210537099, -118.576223757)",530,D,2,North Valley APC,3,Bob Blumenfield,14,WINNETKA NC,DEVONSHIRE
1-870241430,12/30/2017 02:30:56 PM,01/03/2018 11:30:17 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,N,SLA,01/03/2018 12:00:00 AM,01/03/2018 11:30:16 AM,Y,,"3438 S 10TH AVE, 90018",3438,S,10TH,AVE,90018,34.0243597264,-118.328252608,"(34.0243597264, -118.328252608)",673,F,1,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",SOUTHWEST
1-870242909,12/30/2017 02:30:27 PM,01/01/2018 11:57:40 AM,SR Created,ITA,Other,Closed,Mobile App,Android,Y,,,01/01/2018 11:57:39 AM,Y,N,"738 N WILCOX AVE, 90038",738,N,WILCOX,AVE,90038,34.0846196974,-118.330869671,"(34.0846196974, -118.330869671)",593,F,6,Central APC,13,Mitch O'Farrell,32,CENTRAL HOLLYWOOD NC,HOLLYWOOD
1-870241092,12/30/2017 02:30:05 PM,01/06/2018 10:53:01 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,Android,Y,EV,01/06/2018 12:00:00 AM,01/06/2018 10:53:01 AM,Y,,"13028 N SAN FERNANDO ROAD, 91342",13028,N,SAN FERNANDO,ROAD,91342,34.3069190934,-118.468282255,"(34.3069190934, -118.468282255)",481,G,4,North Valley APC,7,Monica Rodriguez,5,SYLMAR NC,MISSION
1-870241271,12/30/2017 02:29:14 PM,01/02/2018 06:11:06 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,WV,01/02/2018 12:00:00 AM,01/02/2018 06:11:05 PM,Y,N,"18826 W MERRIDY ST, 91324",18826,W,MERRIDY,ST,91324,34.2518224621,-118.543668425,"(34.2518224621, -118.543668425)",500,H,5,North Valley APC,12,Mitchell Englander,113,NORTHRIDGE WEST,DEVONSHIRE
1-870241129,12/30/2017 02:28:44 PM,01/04/2018 02:22:19 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,Y,CCAC,01/03/2018 01:40:15 PM,01/04/2018 02:22:19 PM,Y,N,"1163 N LOGAN ST, 90026",1163,N,LOGAN,ST,90026,34.0770441458,-118.258763836,"(34.0770441458, -118.258763836)",594,E,7,East Los Angeles APC,13,Mitch O'Farrell,44,GREATER ECHO PARK ELYSIAN NC,RAMPART
1-870236731,12/30/2017 02:28:30 PM,01/06/2018 10:17:32 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,NC,01/06/2018 12:00:00 AM,01/06/2018 10:17:32 AM,Y,N,"1203 S TREMAINE AVE, 90019",1203,S,TREMAINE,AVE,90019,34.0528990165,-118.339324154,"(34.0528990165, -118.339324154)",633,E,4,Central APC,10,Herb J. Wesson Jr.,104,OLYMPIC PARK NC,WILSHIRE
1-870241841,12/30/2017 02:28:27 PM,12/30/2017 02:29:42 PM,SR Created,BOS,Bulky Items,Closed,Driver Self Report,,N,WV,01/03/2018 12:00:00 AM,12/30/2017 02:29:41 PM,Y,N,"8313 N OSO AVE, 91306",8313,N,OSO,AVE,91306,34.2205318336,-118.575562097,"(34.2205318336, -118.575562097)",530,D,2,North Valley APC,3,Bob Blumenfield,14,WINNETKA NC,DEVONSHIRE
1-870240751,12/30/2017 02:28:17 PM,01/03/2018 11:09:45 AM,SR Created,BOS,Metal/Household Appliances,Closed,Self Service,,Y,WLA,01/03/2018 12:00:00 AM,01/03/2018 11:07:55 AM,Y,N,"1720 S PACIFIC AVE, 90291",1720,S,PACIFIC,AVE,90291,33.9868232187,-118.471312638,"(33.9868232187, -118.471312638)",671,H,6,West Los Angeles APC,11,Mike Bonin,68,VENICE NC,PACIFIC
1-870240651,12/30/2017 02:28:04 PM,01/09/2018 10:21:39 AM,SR Created,OCB,Graffiti Removal,Closed,Call,,N,SLABT,01/06/2018 10:21:11 AM,01/09/2018 10:21:39 AM,Y,N,"413 W 54TH ST, 90037",413,W,54TH,ST,90037,33.9933950796,-118.281123507,"(33.9933950796, -118.281123507)",674,B,5,South Los Angeles APC,9,Curren D. Price Jr.,109,VOICES OF 90037,77TH STREET
1-870240341,12/30/2017 02:26:08 PM,12/30/2017 02:26:54 PM,SR Created,BOS,Bulky Items,Closed,Driver Self Report,,N,WV,01/03/2018 12:00:00 AM,12/30/2017 02:26:54 PM,Y,N,"20237 W CANTARA ST, 91306",20237,W,CANTARA,ST,91306,34.2192965475,-118.574231748,"(34.2192965475, -118.574231748)",530,D,2,South Valley APC,3,Bob Blumenfield,14,WINNETKA NC,TOPANGA
1-870240811,12/30/2017 02:25:01 PM,01/03/2018 08:14:33 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,HB,01/03/2018 12:00:00 AM,01/03/2018 08:14:33 AM,Y,N,"1651 W 248TH ST, 90710",1651,W,248TH,ST,90710,33.7995264982,-118.30703827,"(33.7995264982, -118.30703827)",793,J,4,Harbor APC,15,Joe Buscaino,92,HARBOR CITY NC,HARBOR
1-870234721,12/30/2017 02:24:42 PM,01/05/2018 01:14:04 PM,SR Created,BOS,Bulky Items,Closed,Call,,N,EV,01/05/2018 12:00:00 AM,01/05/2018 01:14:04 PM,Y,N,"6740 N MATILIJA AVE, 91405",6740,N,MATILIJA,AVE,91405,34.1933929952,-118.433306785,"(34.1933929952, -118.433306785)",532,C,6,South Valley APC,2,Paul Krekorian,21,GREATER VALLEY GLEN COUNCIL,VAN NUYS
1-870239911,12/30/2017 02:24:39 PM,01/04/2018 11:07:08 AM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,NC,01/04/2018 12:00:00 AM,01/04/2018 11:07:08 AM,Y,N,"421 S BIXEL ST, 90017",421,S,BIXEL,ST,90017,34.056206903,-118.260918919,"(34.056206903, -118.260918919)",634,E,3,Central APC,1,Gilbert Cedillo,97,WESTLAKE NORTH NC,RAMPART
1-870236331,12/30/2017 02:24:16 PM,01/03/2018 10:49:03 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,Y,EV,01/03/2018 12:00:00 AM,01/03/2018 10:49:03 AM,Y,,"5312 N CORTEEN PL, 91607",5312,N,CORTEEN,PL,91607,34.1671259108,-118.401894591,"(34.1671259108, -118.401894591)",562,F,2,South Valley APC,2,Paul Krekorian,25,NC VALLEY VILLAGE,NORTH HOLLYWOOD
1-870234601,12/30/2017 02:23:25 PM,01/02/2018 05:19:29 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,Y,WV,01/02/2018 12:00:00 AM,01/02/2018 05:19:28 PM,Y,N,"18530 W CITRONIA ST, 91324",18530,W,CITRONIA,ST,91324,34.2452984485,-118.537474704,"(34.2452984485, -118.537474704)",500,H,6,North Valley APC,12,Mitchell Englander,113,NORTHRIDGE WEST,DEVONSHIRE
1-870234521,12/30/2017 02:23:15 PM,12/30/2017 02:24:50 PM,SR Created,BOS,Metal/Household Appliances,Closed,Driver Self Report,,N,WV,01/03/2018 12:00:00 AM,12/30/2017 02:24:49 PM,Y,N,"19999 W CANTARA ST, 91306",19999,W,CANTARA,ST,91306,34.218904101,-118.568688609,"(34.218904101, -118.568688609)",530,E,2,South Valley APC,3,Bob Blumenfield,14,WINNETKA NC,TOPANGA
1-870232611,12/30/2017 02:19:55 PM,01/11/2018 10:28:13 AM,SR Created,BOS,Metal/Household Appliances,Closed,Call,,N,HB,01/11/2018 12:00:00 AM,01/11/2018 10:28:13 AM,Y,N,"1651 W 248TH ST, 90710",1651,W,248TH,ST,90710,33.7995264982,-118.30703827,"(33.7995264982, -118.30703827)",793,J,4,Harbor APC,15,Joe Buscaino,92,HARBOR CITY NC,HARBOR
1-870231533,12/30/2017 02:19:54 PM,01/04/2018 08:55:46 AM,SR Created,BOS,Metal/Household Appliances,Closed,Mobile App,Android,N,SLA,01/04/2018 12:00:00 AM,01/04/2018 08:55:45 AM,Y,,"77TH ST AT BROADWAY, 90003",,,,,90003,33.969825901,-118.278335937,"(33.969825901, -118.278335937)",704,C,1,South Los Angeles APC,9,Curren D. Price Jr.,86,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),77TH STREET
1-870233891,12/30/2017 02:17:02 PM,01/02/2018 05:59:28 PM,SR Created,BOS,Bulky Items,Closed,Self Service,,N,WV,01/02/2018 12:00:00 AM,01/02/2018 05:59:28 PM,Y,N,"11828 N PASO ROBLES AVE, 91344",11828,N,PASO ROBLES,AVE,91344,34.2849292066,-118.503069502,"(34.2849292066, -118.503069502)",481,C,7,North Valley APC,12,Mitchell Englander,4,GRANADA HILLS NORTH NC,DEVONSHIRE
1-870235821,12/30/2017 02:15:36 PM,01/06/2018 11:50:23 AM,SR Created,BOS,Bulky Items,Closed,Call,,N,EV,01/06/2018 12:00:00 AM,01/06/2018 11:33:39 AM,Y,N,"9682 N RINCON AVE, 91331",9682,N,RINCON,AVE,91331,34.2460026862,-118.416939513,"(34.2460026862, -118.416939513)",502,D,5,North Valley APC,7,Monica Rodriguez,7,PACOIMA NC,FOOTHILL
1-870232261,12/30/2017 02:15:21 PM,01/02/2018 12:02:15 AM,SR Created,BOS,Other,Closed,Mobile App,iOS,N,,,01/02/2018 12:02:14 AM,Y,N,"7021 N JELLICO AVE, 91406",7021,N,JELLICO,AVE,91406,34.1980786729,-118.51756431,"(34.1980786729, -118.51756431)",531,B,5,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY
1-870228827,12/30/2017 02:12:20 PM,01/11/2018 10:07:07 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,Y,SLABT,01/10/2018 10:06:41 AM,01/11/2018 10:07:06 AM,Y,N,"54TH ST AT GRAND AVE, 90037",,,,,90037,33.9932893475,-118.280062705,"(33.9932893475, -118.280062705)",674,C,5,South Los Angeles APC,9,Curren D. Price Jr.,125,ZAPATA KING NC,NEWTON
