timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1587340447102,110,Prod_Request counts,500,Internal Server Error,Prod Testing Environment 2-5,text,false,,368,330,3,3,https://hackforla-311.herokuapp.com/requestcounts,110,0,0
1587340447212,76,Prod_Healthcheck,404,Not Found,Prod Testing Environment 2-5,text,false,,253,138,3,3,https://hackforla-311.herokuapp.com/apistatus,76,0,0
1587340447288,118,Prod_Base Pins,500,Internal Server Error,Prod Testing Environment 2-5,text,false,,368,290,3,3,https://hackforla-311.herokuapp.com/pins,118,0,0
1587340447406,106,Prod_Time to close,500,Internal Server Error,Prod Testing Environment 2-5,text,false,,368,297,3,3,https://hackforla-311.herokuapp.com/timetoclose,106,0,0
1587340440057,9850,Prod_Base Pins,200,OK,Prod Testing Environment 2-1,text,true,,23502,359,3,3,https://hackforla-311.herokuapp.com/pins,9849,0,0
1587340449907,341,Prod_Time to close,500,Internal Server Error,Prod Testing Environment 2-1,text,false,,368,366,3,3,https://hackforla-311.herokuapp.com/timetoclose,341,0,205
1587340450248,114,Prod_Request frequency,500,Internal Server Error,Prod Testing Environment 2-1,text,false,,368,371,3,3,https://hackforla-311.herokuapp.com/requestfrequency,114,0,0
1587340450362,146,Prod_Request counts,500,Internal Server Error,Prod Testing Environment 2-1,text,false,,368,401,3,3,https://hackforla-311.herokuapp.com/requestcounts,146,0,0
1587340447512,7652,Prod_Request frequency,200,OK,Prod Testing Environment 2-5,text,true,,473,302,2,2,https://hackforla-311.herokuapp.com/requestfrequency,7652,0,0
1587340445948,9384,Prod_Time to close,200,OK,Prod Testing Environment 2-3,text,true,,1000,481,2,2,https://hackforla-311.herokuapp.com/timetoclose,9384,0,0
1587340455164,8192,Prod_Request counts,200,OK,Prod Testing Environment 2-5,text,true,,231,332,2,2,https://hackforla-311.herokuapp.com/requestcounts,8192,0,214
1587340463356,298,Prod_Healthcheck,404,Not Found,Prod Testing Environment 2-5,text,false,,253,138,2,2,https://hackforla-311.herokuapp.com/apistatus,298,0,222
1587340455332,10481,Prod_Request frequency,200,OK,Prod Testing Environment 2-3,text,true,,996,486,2,2,https://hackforla-311.herokuapp.com/requestfrequency,10481,0,213
1587340463654,4786,Prod_Base Pins,200,OK,Prod Testing Environment 2-5,text,true,,231,292,2,2,https://hackforla-311.herokuapp.com/pins,4786,0,0
1587340465814,7562,Prod_Request counts,200,OK,Prod Testing Environment 2-3,text,true,,357,516,2,2,https://hackforla-311.herokuapp.com/requestcounts,7562,0,222
1587340473377,296,Prod_Healthcheck,404,Not Found,Prod Testing Environment 2-3,text,false,,253,138,2,2,https://hackforla-311.herokuapp.com/apistatus,296,0,220
1587340468441,6282,Prod_Time to close,200,OK,Prod Testing Environment 2-5,text,true,,254,299,2,2,https://hackforla-311.herokuapp.com/timetoclose,6282,0,212
1587340473673,6271,Prod_Base Pins,200,OK,Prod Testing Environment 2-3,text,true,,231,294,2,2,https://hackforla-311.herokuapp.com/pins,6271,0,0
1587340474723,6142,Prod_Request frequency,200,OK,Prod Testing Environment 2-5,text,true,,473,304,2,2,https://hackforla-311.herokuapp.com/requestfrequency,6142,0,209
