NAME,state,county,tract,GEO_ID,Total population
"Census Tract 1061.13, Los Angeles County, California",6,37,106113,1400000US06037106113,3712
"Census Tract 1061.14, Los Angeles County, California",6,37,106114,1400000US06037106114,6575
"Census Tract 1064.03, Los Angeles County, California",6,37,106403,1400000US06037106403,3486
"Census Tract 1064.05, Los Angeles County, California",6,37,106405,1400000US06037106405,4404
"Census Tract 1064.06, Los Angeles County, California",6,37,106406,1400000US06037106406,6288
"Census Tract 1064.07, Los Angeles County, California",6,37,106407,1400000US06037106407,2618
"Census Tract 1064.08, Los Angeles County, California",6,37,106408,1400000US06037106408,3822
"Census Tract 1065.10, Los Angeles County, California",6,37,106510,1400000US06037106510,6133
"Census Tract 1065.20, Los Angeles County, California",6,37,106520,1400000US06037106520,5710
"Census Tract 1066.03, Los Angeles County, California",6,37,106603,1400000US06037106603,3658
"Census Tract 1066.04, Los Angeles County, California",6,37,106604,1400000US06037106604,4572
"Census Tract 1066.41, Los Angeles County, California",6,37,106641,1400000US06037106641,2271
"Census Tract 1066.42, Los Angeles County, California",6,37,106642,1400000US06037106642,3294
"Census Tract 1066.43, Los Angeles County, California",6,37,106643,1400000US06037106643,4511
"Census Tract 1066.45, Los Angeles County, California",6,37,106645,1400000US06037106645,4158
"Census Tract 1066.46, Los Angeles County, California",6,37,106646,1400000US06037106646,3028
"Census Tract 1066.48, Los Angeles County, California",6,37,106648,1400000US06037106648,4264
"Census Tract 1066.49, Los Angeles County, California",6,37,106649,1400000US06037106649,2916
"Census Tract 1070.10, Los Angeles County, California",6,37,107010,1400000US06037107010,3243
"Census Tract 2169.02, Los Angeles County, California",6,37,216902,1400000US06037216902,2275
"Census Tract 2170.01, Los Angeles County, California",6,37,217001,1400000US06037217001,3032
"Census Tract 2170.02, Los Angeles County, California",6,37,217002,1400000US06037217002,4611
"Census Tract 2171.01, Los Angeles County, California",6,37,217101,1400000US06037217101,2964
"Census Tract 2171.02, Los Angeles County, California",6,37,217102,1400000US06037217102,2658
"Census Tract 2172, Los Angeles County, California",6,37,217200,1400000US06037217200,4105
"Census Tract 2181.10, Los Angeles County, California",6,37,218110,1400000US06037218110,3532
"Census Tract 2181.20, Los Angeles County, California",6,37,218120,1400000US06037218120,4244
"Census Tract 2182.10, Los Angeles County, California",6,37,218210,1400000US06037218210,3621
"Census Tract 2182.20, Los Angeles County, California",6,37,218220,1400000US06037218220,3877
"Census Tract 2183, Los Angeles County, California",6,37,218300,1400000US06037218300,5281
"Census Tract 2184, Los Angeles County, California",6,37,218400,1400000US06037218400,4699
"Census Tract 2185, Los Angeles County, California",6,37,218500,1400000US06037218500,2655
"Census Tract 2186, Los Angeles County, California",6,37,218600,1400000US06037218600,3081
"Census Tract 2187.01, Los Angeles County, California",6,37,218701,1400000US06037218701,2157
"Census Tract 2187.02, Los Angeles County, California",6,37,218702,1400000US06037218702,2232
"Census Tract 2188, Los Angeles County, California",6,37,218800,1400000US06037218800,2619
"Census Tract 2189, Los Angeles County, California",6,37,218900,1400000US06037218900,5757
"Census Tract 2190.10, Los Angeles County, California",6,37,219010,1400000US06037219010,3318
"Census Tract 2190.20, Los Angeles County, California",6,37,219020,1400000US06037219020,5298
"Census Tract 2193, Los Angeles County, California",6,37,219300,1400000US06037219300,3906
"Census Tract 2195, Los Angeles County, California",6,37,219500,1400000US06037219500,2098
"Census Tract 2197, Los Angeles County, California",6,37,219700,1400000US06037219700,4724
"Census Tract 2198, Los Angeles County, California",6,37,219800,1400000US06037219800,2915
"Census Tract 2199.01, Los Angeles County, California",6,37,219901,1400000US06037219901,4724
"Census Tract 2199.02, Los Angeles County, California",6,37,219902,1400000US06037219902,3177
"Census Tract 2200, Los Angeles County, California",6,37,220000,1400000US06037220000,4784
"Census Tract 2201, Los Angeles County, California",6,37,220100,1400000US06037220100,2487
"Census Tract 2211.10, Los Angeles County, California",6,37,221110,1400000US06037221110,3668
"Census Tract 2211.20, Los Angeles County, California",6,37,221120,1400000US06037221120,3129
"Census Tract 2212.10, Los Angeles County, California",6,37,221210,1400000US06037221210,3331
"Census Tract 2212.20, Los Angeles County, California",6,37,221220,1400000US06037221220,3227
"Census Tract 2213.02, Los Angeles County, California",6,37,221302,1400000US06037221302,4204
"Census Tract 2213.03, Los Angeles County, California",6,37,221303,1400000US06037221303,2697
"Census Tract 2213.04, Los Angeles County, California",6,37,221304,1400000US06037221304,3912
"Census Tract 2214.01, Los Angeles County, California",6,37,221401,1400000US06037221401,3422
"Census Tract 2214.02, Los Angeles County, California",6,37,221402,1400000US06037221402,3188
"Census Tract 2215, Los Angeles County, California",6,37,221500,1400000US06037221500,3688
"Census Tract 2216.01, Los Angeles County, California",6,37,221601,1400000US06037221601,3226
"Census Tract 2216.02, Los Angeles County, California",6,37,221602,1400000US06037221602,2711
"Census Tract 2217.10, Los Angeles County, California",6,37,221710,1400000US06037221710,2890
"Census Tract 2218.10, Los Angeles County, California",6,37,221810,1400000US06037221810,2782
"Census Tract 2218.20, Los Angeles County, California",6,37,221820,1400000US06037221820,2424
"Census Tract 2219, Los Angeles County, California",6,37,221900,1400000US06037221900,4200
"Census Tract 4310.04, Los Angeles County, California",6,37,431004,1400000US06037431004,3444
"Census Tract 4311, Los Angeles County, California",6,37,431100,1400000US06037431100,6992
"Census Tract 4312, Los Angeles County, California",6,37,431200,1400000US06037431200,6351
"Census Tract 4313, Los Angeles County, California",6,37,431300,1400000US06037431300,2700
"Census Tract 4314, Los Angeles County, California",6,37,431400,1400000US06037431400,4098
"Census Tract 4315.01, Los Angeles County, California",6,37,431501,1400000US06037431501,4046
"Census Tract 4315.02, Los Angeles County, California",6,37,431502,1400000US06037431502,4138
"Census Tract 4316, Los Angeles County, California",6,37,431600,1400000US06037431600,4348
"Census Tract 4317.01, Los Angeles County, California",6,37,431701,1400000US06037431701,6094
"Census Tract 4318, Los Angeles County, California",6,37,431800,1400000US06037431800,5349
"Census Tract 4319, Los Angeles County, California",6,37,431900,1400000US06037431900,3841
"Census Tract 4320.01, Los Angeles County, California",6,37,432001,1400000US06037432001,2462
"Census Tract 4320.02, Los Angeles County, California",6,37,432002,1400000US06037432002,4967
"Census Tract 4321.01, Los Angeles County, California",6,37,432101,1400000US06037432101,4204
"Census Tract 4321.02, Los Angeles County, California",6,37,432102,1400000US06037432102,5934
"Census Tract 4322.01, Los Angeles County, California",6,37,432201,1400000US06037432201,5448
"Census Tract 4322.02, Los Angeles County, California",6,37,432202,1400000US06037432202,4185
"Census Tract 4323, Los Angeles County, California",6,37,432300,1400000US06037432300,4063
"Census Tract 4324.01, Los Angeles County, California",6,37,432401,1400000US06037432401,3970
"Census Tract 4324.02, Los Angeles County, California",6,37,432402,1400000US06037432402,6579
"Census Tract 4325.01, Los Angeles County, California",6,37,432501,1400000US06037432501,4835
"Census Tract 4325.02, Los Angeles County, California",6,37,432502,1400000US06037432502,3969
"Census Tract 4326.01, Los Angeles County, California",6,37,432601,1400000US06037432601,7280
"Census Tract 4326.02, Los Angeles County, California",6,37,432602,1400000US06037432602,4535
"Census Tract 4327, Los Angeles County, California",6,37,432700,1400000US06037432700,6158
"Census Tract 4328.01, Los Angeles County, California",6,37,432801,1400000US06037432801,2515
"Census Tract 4328.02, Los Angeles County, California",6,37,432802,1400000US06037432802,5356
"Census Tract 4329.01, Los Angeles County, California",6,37,432901,1400000US06037432901,4061
"Census Tract 4329.02, Los Angeles County, California",6,37,432902,1400000US06037432902,3210
"Census Tract 4331.03, Los Angeles County, California",6,37,433103,1400000US06037433103,7231
"Census Tract 4332, Los Angeles County, California",6,37,433200,1400000US06037433200,6092
"Census Tract 4333.02, Los Angeles County, California",6,37,433302,1400000US06037433302,1711
"Census Tract 4333.04, Los Angeles County, California",6,37,433304,1400000US06037433304,4691
"Census Tract 4333.05, Los Angeles County, California",6,37,433305,1400000US06037433305,4617
"Census Tract 4333.06, Los Angeles County, California",6,37,433306,1400000US06037433306,3527
"Census Tract 4333.07, Los Angeles County, California",6,37,433307,1400000US06037433307,2858
"Census Tract 4334.02, Los Angeles County, California",6,37,433402,1400000US06037433402,4904
"Census Tract 4334.03, Los Angeles County, California",6,37,433403,1400000US06037433403,4842
"Census Tract 4335.05, Los Angeles County, California",6,37,433505,1400000US06037433505,4800
"Census Tract 4335.06, Los Angeles County, California",6,37,433506,1400000US06037433506,4013
"Census Tract 4336.01, Los Angeles County, California",6,37,433601,1400000US06037433601,5482
"Census Tract 4336.02, Los Angeles County, California",6,37,433602,1400000US06037433602,2936
"Census Tract 4338.03, Los Angeles County, California",6,37,433803,1400000US06037433803,3363
"Census Tract 6018.02, Los Angeles County, California",6,37,601802,1400000US06037601802,3885
"Census Tract 6019, Los Angeles County, California",6,37,601900,1400000US06037601900,4758
"Census Tract 6020.02, Los Angeles County, California",6,37,602002,1400000US06037602002,3093
"Census Tract 6020.03, Los Angeles County, California",6,37,602003,1400000US06037602003,4279
"Census Tract 6021.03, Los Angeles County, California",6,37,602103,1400000US06037602103,5574
"Census Tract 6021.04, Los Angeles County, California",6,37,602104,1400000US06037602104,6013
"Census Tract 6021.05, Los Angeles County, California",6,37,602105,1400000US06037602105,3634
"Census Tract 6021.06, Los Angeles County, California",6,37,602106,1400000US06037602106,6067
"Census Tract 6022.01, Los Angeles County, California",6,37,602201,1400000US06037602201,4093
"Census Tract 6022.02, Los Angeles County, California",6,37,602202,1400000US06037602202,2603
"Census Tract 6023.01, Los Angeles County, California",6,37,602301,1400000US06037602301,6694
"Census Tract 6023.02, Los Angeles County, California",6,37,602302,1400000US06037602302,4518
"Census Tract 6024.02, Los Angeles County, California",6,37,602402,1400000US06037602402,6847
"Census Tract 6024.03, Los Angeles County, California",6,37,602403,1400000US06037602403,4578
"Census Tract 6024.04, Los Angeles County, California",6,37,602404,1400000US06037602404,5526
"Census Tract 6025.04, Los Angeles County, California",6,37,602504,1400000US06037602504,4914
"Census Tract 6025.05, Los Angeles County, California",6,37,602505,1400000US06037602505,4259
"Census Tract 6025.06, Los Angeles County, California",6,37,602506,1400000US06037602506,3931
"Census Tract 6025.07, Los Angeles County, California",6,37,602507,1400000US06037602507,5033
"Census Tract 6025.10, Los Angeles County, California",6,37,602510,1400000US06037602510,3495
"Census Tract 6025.11, Los Angeles County, California",6,37,602511,1400000US06037602511,4685
"Census Tract 6025.12, Los Angeles County, California",6,37,602512,1400000US06037602512,2378
"Census Tract 6025.13, Los Angeles County, California",6,37,602513,1400000US06037602513,1881
"Census Tract 6026.01, Los Angeles County, California",6,37,602601,1400000US06037602601,5076
"Census Tract 6026.02, Los Angeles County, California",6,37,602602,1400000US06037602602,3067
"Census Tract 6027, Los Angeles County, California",6,37,602700,1400000US06037602700,3532
"Census Tract 6028.01, Los Angeles County, California",6,37,602801,1400000US06037602801,3921
"Census Tract 6028.02, Los Angeles County, California",6,37,602802,1400000US06037602802,4946
"Census Tract 6029, Los Angeles County, California",6,37,602900,1400000US06037602900,4301
"Census Tract 6030.04, Los Angeles County, California",6,37,603004,1400000US06037603004,1742
"Census Tract 6030.05, Los Angeles County, California",6,37,603005,1400000US06037603005,6647
"Census Tract 6030.06, Los Angeles County, California",6,37,603006,1400000US06037603006,1680
"Census Tract 6030.07, Los Angeles County, California",6,37,603007,1400000US06037603007,3748
"Census Tract 6030.08, Los Angeles County, California",6,37,603008,1400000US06037603008,3147
"Census Tract 6031.01, Los Angeles County, California",6,37,603101,1400000US06037603101,4535
"Census Tract 6031.02, Los Angeles County, California",6,37,603102,1400000US06037603102,3418
"Census Tract 6032, Los Angeles County, California",6,37,603200,1400000US06037603200,3286
"Census Tract 6018.01, Los Angeles County, California",6,37,601801,1400000US06037601801,2793
"Census Tract 6033.01, Los Angeles County, California",6,37,603301,1400000US06037603301,3531
"Census Tract 6033.02, Los Angeles County, California",6,37,603302,1400000US06037603302,3857
"Census Tract 6034, Los Angeles County, California",6,37,603400,1400000US06037603400,3821
"Census Tract 6035, Los Angeles County, California",6,37,603500,1400000US06037603500,3129
"Census Tract 6036, Los Angeles County, California",6,37,603600,1400000US06037603600,4416
"Census Tract 1070.20, Los Angeles County, California",6,37,107020,1400000US06037107020,5759
"Census Tract 1081.01, Los Angeles County, California",6,37,108101,1400000US06037108101,2303
"Census Tract 1081.02, Los Angeles County, California",6,37,108102,1400000US06037108102,3327
"Census Tract 1081.03, Los Angeles County, California",6,37,108103,1400000US06037108103,3082
"Census Tract 1081.04, Los Angeles County, California",6,37,108104,1400000US06037108104,1818
"Census Tract 1082.02, Los Angeles County, California",6,37,108202,1400000US06037108202,8148
"Census Tract 1082.03, Los Angeles County, California",6,37,108203,1400000US06037108203,3273
"Census Tract 1082.04, Los Angeles County, California",6,37,108204,1400000US06037108204,1893
"Census Tract 1091, Los Angeles County, California",6,37,109100,1400000US06037109100,2647
"Census Tract 1092, Los Angeles County, California",6,37,109200,1400000US06037109200,2746
"Census Tract 1093, Los Angeles County, California",6,37,109300,1400000US06037109300,2908
"Census Tract 1094, Los Angeles County, California",6,37,109400,1400000US06037109400,4044
"Census Tract 1095, Los Angeles County, California",6,37,109500,1400000US06037109500,4720
"Census Tract 1096.01, Los Angeles County, California",6,37,109601,1400000US06037109601,4877
"Census Tract 1096.03, Los Angeles County, California",6,37,109603,1400000US06037109603,4233
"Census Tract 1096.04, Los Angeles County, California",6,37,109604,1400000US06037109604,3013
"Census Tract 1097, Los Angeles County, California",6,37,109700,1400000US06037109700,4787
"Census Tract 1098, Los Angeles County, California",6,37,109800,1400000US06037109800,5221
"Census Tract 1111, Los Angeles County, California",6,37,111100,1400000US06037111100,3156
"Census Tract 1112.01, Los Angeles County, California",6,37,111201,1400000US06037111201,3459
"Census Tract 1112.02, Los Angeles County, California",6,37,111202,1400000US06037111202,5593
"Census Tract 1112.04, Los Angeles County, California",6,37,111204,1400000US06037111204,5909
"Census Tract 1112.05, Los Angeles County, California",6,37,111205,1400000US06037111205,3905
"Census Tract 1112.06, Los Angeles County, California",6,37,111206,1400000US06037111206,4363
"Census Tract 1113.02, Los Angeles County, California",6,37,111302,1400000US06037111302,5253
"Census Tract 1113.03, Los Angeles County, California",6,37,111303,1400000US06037111303,4835
"Census Tract 1113.04, Los Angeles County, California",6,37,111304,1400000US06037111304,2752
"Census Tract 1114.01, Los Angeles County, California",6,37,111401,1400000US06037111401,2353
"Census Tract 1114.02, Los Angeles County, California",6,37,111402,1400000US06037111402,6535
"Census Tract 1131.01, Los Angeles County, California",6,37,113101,1400000US06037113101,3590
"Census Tract 1131.02, Los Angeles County, California",6,37,113102,1400000US06037113102,2783
"Census Tract 1132.11, Los Angeles County, California",6,37,113211,1400000US06037113211,4264
"Census Tract 1132.12, Los Angeles County, California",6,37,113212,1400000US06037113212,2998
"Census Tract 1132.13, Los Angeles County, California",6,37,113213,1400000US06037113213,5652
"Census Tract 1132.31, Los Angeles County, California",6,37,113231,1400000US06037113231,2275
"Census Tract 1132.32, Los Angeles County, California",6,37,113232,1400000US06037113232,4394
"Census Tract 1132.34, Los Angeles County, California",6,37,113234,1400000US06037113234,5400
"Census Tract 1132.35, Los Angeles County, California",6,37,113235,1400000US06037113235,1699
"Census Tract 1132.37, Los Angeles County, California",6,37,113237,1400000US06037113237,5004
"Census Tract 1132.38, Los Angeles County, California",6,37,113238,1400000US06037113238,4313
"Census Tract 1132.39, Los Angeles County, California",6,37,113239,1400000US06037113239,2183
"Census Tract 1133.01, Los Angeles County, California",6,37,113301,1400000US06037113301,3972
"Census Tract 1133.03, Los Angeles County, California",6,37,113303,1400000US06037113303,3779
"Census Tract 2220.01, Los Angeles County, California",6,37,222001,1400000US06037222001,2942
"Census Tract 2220.02, Los Angeles County, California",6,37,222002,1400000US06037222002,5072
"Census Tract 2221, Los Angeles County, California",6,37,222100,1400000US06037222100,4614
"Census Tract 2222, Los Angeles County, California",6,37,222200,1400000US06037222200,4127
"Census Tract 2225, Los Angeles County, California",6,37,222500,1400000US06037222500,5195
"Census Tract 2226, Los Angeles County, California",6,37,222600,1400000US06037222600,5638
"Census Tract 2227, Los Angeles County, California",6,37,222700,1400000US06037222700,3959
"Census Tract 2240.10, Los Angeles County, California",6,37,224010,1400000US06037224010,2906
"Census Tract 2240.20, Los Angeles County, California",6,37,224020,1400000US06037224020,2746
"Census Tract 2242, Los Angeles County, California",6,37,224200,1400000US06037224200,2632
"Census Tract 2243.10, Los Angeles County, California",6,37,224310,1400000US06037224310,2169
"Census Tract 2243.20, Los Angeles County, California",6,37,224320,1400000US06037224320,2947
"Census Tract 2244.10, Los Angeles County, California",6,37,224410,1400000US06037224410,3083
"Census Tract 2244.20, Los Angeles County, California",6,37,224420,1400000US06037224420,2651
"Census Tract 2246, Los Angeles County, California",6,37,224600,1400000US06037224600,3280
"Census Tract 2247.01, Los Angeles County, California",6,37,224701,1400000US06037224701,2880
"Census Tract 2247.02, Los Angeles County, California",6,37,224702,1400000US06037224702,3145
"Census Tract 2260.01, Los Angeles County, California",6,37,226001,1400000US06037226001,2268
"Census Tract 2260.02, Los Angeles County, California",6,37,226002,1400000US06037226002,2053
"Census Tract 2264.10, Los Angeles County, California",6,37,226410,1400000US06037226410,3627
"Census Tract 2264.20, Los Angeles County, California",6,37,226420,1400000US06037226420,5382
"Census Tract 2267.01, Los Angeles County, California",6,37,226701,1400000US06037226701,3135
"Census Tract 2267.02, Los Angeles County, California",6,37,226702,1400000US06037226702,4954
"Census Tract 2270.10, Los Angeles County, California",6,37,227010,1400000US06037227010,5163
"Census Tract 2270.20, Los Angeles County, California",6,37,227020,1400000US06037227020,3726
"Census Tract 2281, Los Angeles County, California",6,37,228100,1400000US06037228100,5377
"Census Tract 2282.10, Los Angeles County, California",6,37,228210,1400000US06037228210,4338
"Census Tract 2282.20, Los Angeles County, California",6,37,228220,1400000US06037228220,4490
"Census Tract 2283.10, Los Angeles County, California",6,37,228310,1400000US06037228310,4562
"Census Tract 2283.20, Los Angeles County, California",6,37,228320,1400000US06037228320,3271
"Census Tract 2284.10, Los Angeles County, California",6,37,228410,1400000US06037228410,3489
"Census Tract 2284.20, Los Angeles County, California",6,37,228420,1400000US06037228420,3337
"Census Tract 2285, Los Angeles County, California",6,37,228500,1400000US06037228500,5196
"Census Tract 2286, Los Angeles County, California",6,37,228600,1400000US06037228600,5041
"Census Tract 2287.10, Los Angeles County, California",6,37,228710,1400000US06037228710,4024
"Census Tract 2287.20, Los Angeles County, California",6,37,228720,1400000US06037228720,5053
"Census Tract 2288, Los Angeles County, California",6,37,228800,1400000US06037228800,5421
"Census Tract 2289, Los Angeles County, California",6,37,228900,1400000US06037228900,2947
"Census Tract 2291, Los Angeles County, California",6,37,229100,1400000US06037229100,5157
"Census Tract 2292, Los Angeles County, California",6,37,229200,1400000US06037229200,5012
"Census Tract 2293, Los Angeles County, California",6,37,229300,1400000US06037229300,5846
"Census Tract 2294.10, Los Angeles County, California",6,37,229410,1400000US06037229410,3948
"Census Tract 2294.20, Los Angeles County, California",6,37,229420,1400000US06037229420,4421
"Census Tract 2311, Los Angeles County, California",6,37,231100,1400000US06037231100,3374
"Census Tract 4338.04, Los Angeles County, California",6,37,433804,1400000US06037433804,4795
"Census Tract 4339.01, Los Angeles County, California",6,37,433901,1400000US06037433901,5724
"Census Tract 4339.03, Los Angeles County, California",6,37,433903,1400000US06037433903,5328
"Census Tract 4340.01, Los Angeles County, California",6,37,434001,1400000US06037434001,4128
"Census Tract 4340.03, Los Angeles County, California",6,37,434003,1400000US06037434003,4104
"Census Tract 4340.04, Los Angeles County, California",6,37,434004,1400000US06037434004,3037
"Census Tract 4341, Los Angeles County, California",6,37,434100,1400000US06037434100,6804
"Census Tract 4600.01, Los Angeles County, California",6,37,460001,1400000US06037460001,1718
"Census Tract 4600.02, Los Angeles County, California",6,37,460002,1400000US06037460002,2795
"Census Tract 4601.01, Los Angeles County, California",6,37,460101,1400000US06037460101,6076
"Census Tract 4602, Los Angeles County, California",6,37,460200,1400000US06037460200,5622
"Census Tract 4603.01, Los Angeles County, California",6,37,460301,1400000US06037460301,4239
"Census Tract 4603.02, Los Angeles County, California",6,37,460302,1400000US06037460302,4529
"Census Tract 4604.01, Los Angeles County, California",6,37,460401,1400000US06037460401,1071
"Census Tract 4605.01, Los Angeles County, California",6,37,460501,1400000US06037460501,5151
"Census Tract 4605.02, Los Angeles County, California",6,37,460502,1400000US06037460502,4725
"Census Tract 4606.01, Los Angeles County, California",6,37,460601,1400000US06037460601,5312
"Census Tract 4607, Los Angeles County, California",6,37,460700,1400000US06037460700,4890
"Census Tract 4608, Los Angeles County, California",6,37,460800,1400000US06037460800,2822
"Census Tract 4609, Los Angeles County, California",6,37,460900,1400000US06037460900,6669
"Census Tract 4610, Los Angeles County, California",6,37,461000,1400000US06037461000,5780
"Census Tract 4611, Los Angeles County, California",6,37,461100,1400000US06037461100,5438
"Census Tract 4612, Los Angeles County, California",6,37,461200,1400000US06037461200,4497
"Census Tract 4613, Los Angeles County, California",6,37,461300,1400000US06037461300,6456
"Census Tract 4614, Los Angeles County, California",6,37,461400,1400000US06037461400,3207
"Census Tract 4615.01, Los Angeles County, California",6,37,461501,1400000US06037461501,3917
"Census Tract 4615.02, Los Angeles County, California",6,37,461502,1400000US06037461502,6533
"Census Tract 4616, Los Angeles County, California",6,37,461600,1400000US06037461600,6125
"Census Tract 4617, Los Angeles County, California",6,37,461700,1400000US06037461700,1450
"Census Tract 4619.01, Los Angeles County, California",6,37,461901,1400000US06037461901,4809
"Census Tract 4619.02, Los Angeles County, California",6,37,461902,1400000US06037461902,1814
"Census Tract 4620.01, Los Angeles County, California",6,37,462001,1400000US06037462001,4524
"Census Tract 4620.02, Los Angeles County, California",6,37,462002,1400000US06037462002,3633
"Census Tract 4621, Los Angeles County, California",6,37,462100,1400000US06037462100,5504
"Census Tract 4622.01, Los Angeles County, California",6,37,462201,1400000US06037462201,3883
"Census Tract 4622.02, Los Angeles County, California",6,37,462202,1400000US06037462202,3083
"Census Tract 4623.01, Los Angeles County, California",6,37,462301,1400000US06037462301,5216
"Census Tract 4623.02, Los Angeles County, California",6,37,462302,1400000US06037462302,3311
"Census Tract 4624, Los Angeles County, California",6,37,462400,1400000US06037462400,3943
"Census Tract 4625, Los Angeles County, California",6,37,462500,1400000US06037462500,6538
"Census Tract 4626, Los Angeles County, California",6,37,462600,1400000US06037462600,2286
"Census Tract 4627, Los Angeles County, California",6,37,462700,1400000US06037462700,5386
"Census Tract 4628, Los Angeles County, California",6,37,462800,1400000US06037462800,2854
"Census Tract 4629, Los Angeles County, California",6,37,462900,1400000US06037462900,3700
"Census Tract 6037.03, Los Angeles County, California",6,37,603703,1400000US06037603703,2368
"Census Tract 6037.05, Los Angeles County, California",6,37,603705,1400000US06037603705,2976
"Census Tract 6037.06, Los Angeles County, California",6,37,603706,1400000US06037603706,3227
"Census Tract 6038.01, Los Angeles County, California",6,37,603801,1400000US06037603801,4926
"Census Tract 6038.02, Los Angeles County, California",6,37,603802,1400000US06037603802,4072
"Census Tract 6039.01, Los Angeles County, California",6,37,603901,1400000US06037603901,3551
"Census Tract 6039.02, Los Angeles County, California",6,37,603902,1400000US06037603902,3757
"Census Tract 6040.01, Los Angeles County, California",6,37,604001,1400000US06037604001,4992
"Census Tract 6040.02, Los Angeles County, California",6,37,604002,1400000US06037604002,4250
"Census Tract 6041.01, Los Angeles County, California",6,37,604101,1400000US06037604101,4307
"Census Tract 6041.02, Los Angeles County, California",6,37,604102,1400000US06037604102,2678
"Census Tract 6042, Los Angeles County, California",6,37,604200,1400000US06037604200,6009
"Census Tract 6099, Los Angeles County, California",6,37,609900,1400000US06037609900,2015
"Census Tract 6200.01, Los Angeles County, California",6,37,620001,1400000US06037620001,4216
"Census Tract 6200.02, Los Angeles County, California",6,37,620002,1400000US06037620002,3540
"Census Tract 6201.01, Los Angeles County, California",6,37,620101,1400000US06037620101,5292
"Census Tract 6201.02, Los Angeles County, California",6,37,620102,1400000US06037620102,3527
"Census Tract 6202.01, Los Angeles County, California",6,37,620201,1400000US06037620201,1643
"Census Tract 6203.01, Los Angeles County, California",6,37,620301,1400000US06037620301,4403
"Census Tract 6203.03, Los Angeles County, California",6,37,620303,1400000US06037620303,4819
"Census Tract 6203.05, Los Angeles County, California",6,37,620305,1400000US06037620305,5848
"Census Tract 6204, Los Angeles County, California",6,37,620400,1400000US06037620400,5309
"Census Tract 6205.01, Los Angeles County, California",6,37,620501,1400000US06037620501,5675
"Census Tract 6205.21, Los Angeles County, California",6,37,620521,1400000US06037620521,4323
"Census Tract 6205.22, Los Angeles County, California",6,37,620522,1400000US06037620522,4656
"Census Tract 6206.01, Los Angeles County, California",6,37,620601,1400000US06037620601,5159
"Census Tract 6206.02, Los Angeles County, California",6,37,620602,1400000US06037620602,5224
"Census Tract 6207.01, Los Angeles County, California",6,37,620701,1400000US06037620701,7207
"Census Tract 6207.03, Los Angeles County, California",6,37,620703,1400000US06037620703,3436
"Census Tract 6207.04, Los Angeles County, California",6,37,620704,1400000US06037620704,3555
"Census Tract 6208.01, Los Angeles County, California",6,37,620801,1400000US06037620801,4167
"Census Tract 6208.02, Los Angeles County, California",6,37,620802,1400000US06037620802,3198
"Census Tract 6209.01, Los Angeles County, California",6,37,620901,1400000US06037620901,2921
"Census Tract 6209.04, Los Angeles County, California",6,37,620904,1400000US06037620904,2756
"Census Tract 6210.01, Los Angeles County, California",6,37,621001,1400000US06037621001,4426
"Census Tract 6210.05, Los Angeles County, California",6,37,621005,1400000US06037621005,4674
"Census Tract 6037.02, Los Angeles County, California",6,37,603702,1400000US06037603702,4836
"Census Tract 6211.02, Los Angeles County, California",6,37,621102,1400000US06037621102,3193
"Census Tract 6211.04, Los Angeles County, California",6,37,621104,1400000US06037621104,6854
"Census Tract 6212.01, Los Angeles County, California",6,37,621201,1400000US06037621201,6807
"Census Tract 6212.04, Los Angeles County, California",6,37,621204,1400000US06037621204,2825
"Census Tract 6213.01, Los Angeles County, California",6,37,621301,1400000US06037621301,6742
"Census Tract 6213.24, Los Angeles County, California",6,37,621324,1400000US06037621324,3704
"Census Tract 1133.22, Los Angeles County, California",6,37,113322,1400000US06037113322,4680
"Census Tract 1133.23, Los Angeles County, California",6,37,113323,1400000US06037113323,4029
"Census Tract 1133.24, Los Angeles County, California",6,37,113324,1400000US06037113324,2844
"Census Tract 1134.23, Los Angeles County, California",6,37,113423,1400000US06037113423,3017
"Census Tract 1134.24, Los Angeles County, California",6,37,113424,1400000US06037113424,3493
"Census Tract 1134.25, Los Angeles County, California",6,37,113425,1400000US06037113425,4407
"Census Tract 1134.26, Los Angeles County, California",6,37,113426,1400000US06037113426,2414
"Census Tract 1134.27, Los Angeles County, California",6,37,113427,1400000US06037113427,1770
"Census Tract 1134.28, Los Angeles County, California",6,37,113428,1400000US06037113428,4237
"Census Tract 1151.01, Los Angeles County, California",6,37,115101,1400000US06037115101,4932
"Census Tract 1151.03, Los Angeles County, California",6,37,115103,1400000US06037115103,3181
"Census Tract 1151.04, Los Angeles County, California",6,37,115104,1400000US06037115104,4619
"Census Tract 1152.02, Los Angeles County, California",6,37,115202,1400000US06037115202,6393
"Census Tract 1152.03, Los Angeles County, California",6,37,115203,1400000US06037115203,2652
"Census Tract 1152.04, Los Angeles County, California",6,37,115204,1400000US06037115204,4054
"Census Tract 1153.01, Los Angeles County, California",6,37,115301,1400000US06037115301,4648
"Census Tract 1153.02, Los Angeles County, California",6,37,115302,1400000US06037115302,3835
"Census Tract 1154.01, Los Angeles County, California",6,37,115401,1400000US06037115401,6185
"Census Tract 1154.03, Los Angeles County, California",6,37,115403,1400000US06037115403,3597
"Census Tract 1154.04, Los Angeles County, California",6,37,115404,1400000US06037115404,2897
"Census Tract 1171.01, Los Angeles County, California",6,37,117101,1400000US06037117101,5094
