request_id,srnumber,created_date,closed_date,type_id,agency_id,source_id,council_id,region_id,address,latitude,longitude,city_id
1,1-1523590121,2020-01-01 00:05:00,2020-01-02 08:43:00,6,2,8,44,3,"16815 W VANOWEN ST, 91406",34.19402846,-118.4994716,6
2,1-1523591123,2020-01-01 00:21:00,2020-01-03 15:54:00,7,2,7,70,7,"132 S WESTMORELAND AVE, 90004",34.07243977,-118.2877979,13
3,1-1523593381,2020-01-01 00:02:00,2020-01-07 10:49:00,6,2,8,20,10,"1500 W SLAUSON AVE, 90047",33.98898427,-118.3026812,8
4,1-1523593502,2020-01-01 00:23:00,2020-01-02 15:31:00,1,4,7,99,9,"704 E 43RD PL, 90011",34.00466746,-118.2633146,9
5,1-1523593661,2020-01-01 00:38:00,2020-02-14 12:46:00,2,2,7,6,8,"345 S GERTRUDE ST, 90033",34.04355075,-118.2175745,14
6,1-1523593741,2020-01-01 00:43:00,2020-01-06 10:49:00,6,2,3,24,10,"MARTIN LUTHER KING, JR BLVD AT MUIRFIELD ROAD, 90008",34.01598699,-118.3431787,10
7,1-1523593781,2020-01-01 00:45:00,2020-01-06 14:17:00,6,2,3,24,10,"MARTIN LUTHER KING, JR BLVD AT WEST BLVD, 90008",34.01549357,-118.3423939,10
8,1-1523593831,2020-01-01 00:49:00,2020-01-06 10:49:00,6,2,3,24,10,"BUCKINGHAM ROAD AT MARTIN LUTHER KING,",34.01499858,-118.3416066,10
9,1-1523593896,2020-01-01 00:59:00,2020-01-09 13:05:00,1,4,7,6,8,"637 N ST LOUIS ST, 90033",34.05148298,-118.209785,14
10,1-1523594071,2020-01-01 01:07:00,2020-01-02 10:52:00,2,2,8,83,4,"VAN NUYS BLVD AT ALBERS ST, 91411",34.17028666,-118.4487458,4
11,1-1523594691,2020-01-01 00:59:00,2020-01-03 12:47:00,4,2,17,80,3,"19630 W VALDEZ DR, 91356",34.15190896,-118.5603499,3
12,1-1523594751,2020-01-01 01:03:00,2020-01-03 07:33:00,6,2,3,17,5,"5222 W HOLLYWOOD BLVD, 90027",34.10159891,-118.3041397,13
13,1-1523594841,2020-01-01 01:12:00,2020-01-01 10:50:00,3,2,17,7,9,"6916 S MAIN ST, 90003",33.97637373,-118.2738025,9
14,1-1523595121,2020-01-01 01:36:00,2020-01-02 10:42:00,4,2,7,28,2,"16256 W HORACE ST, 91344",34.27037266,-118.4868329,12
15,1-1523596201,2020-01-01 00:16:00,2020-01-02 15:13:00,1,4,7,21,10,"1848 W BROWNING BLVD, 90062",34.01172359,-118.3127642,8
16,1-1523596222,2020-01-01 00:19:00,2020-01-03 07:02:00,4,2,7,70,7,"132 S WESTMORELAND AVE, 90004",34.07243977,-118.2877979,13
17,1-1523596801,2020-01-01 01:19:00,2020-01-02 14:14:00,4,2,7,18,7,"619 N BONNIE BRAE ST, 90026",34.07271211,-118.2642905,13
18,1-1523596831,2020-01-01 01:24:00,2020-01-01 09:47:00,3,2,17,1,1,"ROSCOE BLVD AT VENTURA CANYON AVE, 91402",34.22165162,-118.4288471,6
19,1-1523597171,2020-01-01 02:04:00,2020-01-02 10:43:00,4,2,3,72,4,"4510 N COLBATH AVE, 91423",34.15332175,-118.4364797,4
20,1-1523597271,2020-01-01 00:31:00,2020-01-06 15:09:00,6,2,3,78,1,"11390 N ALETHEA DR, 91040",34.27391723,-118.309315,7
21,1-1523597452,2020-01-01 00:51:00,2020-01-02 16:03:00,11,5,7,83,4,"14162 W DELANO ST, 91401",34.18251985,-118.4421652,6
22,1-1523597491,2020-01-01 00:51:00,2020-01-03 10:18:00,6,2,8,83,4,"SEPULVEDA BLVD AT OXNARD ST, 91411",34.17936896,-118.4662164,6
23,1-1523597521,2020-01-01 00:53:00,2020-01-02 01:13:00,5,2,8,36,12,"18408 S NEW HAMPSHIRE AVE, 90248",33.863142,-118.2917642,15
24,1-1523597601,2020-01-01 00:57:00,2020-01-03 15:20:00,7,2,17,80,3,"19630 W VALDEZ DR, 91356",34.15190896,-118.5603499,3
25,1-1523597661,2020-01-01 01:00:00,2020-01-03 11:50:00,11,5,7,71,3,"7306 N VANALDEN AVE, 91335",34.20326087,-118.5490486,3
26,1-1523597691,2020-01-01 01:01:00,2020-01-03 15:20:00,7,2,17,80,3,"19630 W VALDEZ DR, 91356",34.15190896,-118.5603499,3
27,1-1523597781,2020-01-01 01:10:00,2020-01-02 08:50:00,4,2,7,47,6,"2780 W SAN MARINO ST, 90006",34.05487836,-118.2885098,1
28,1-1523597811,2020-01-01 01:12:00,2020-01-28 11:21:00,2,2,8,83,4,"5616 N SEPULVEDA BLVD, 91411",34.17248092,-118.466094,4
29,1-1523597851,2020-01-01 01:14:00,2020-01-22 09:17:00,2,2,3,62,6,"SAN VICENTE BLVD AT LONGWOOD AVE, 90019",34.0492227,-118.3418346,10
30,1-1523599241,2020-01-01 01:24:00,2020-01-06 12:34:00,7,2,8,79,1,"15235 W DORIAN ST, 91342",34.32163953,-118.4651795,7
31,1-1523599391,2020-01-01 01:40:00,2020-01-02 16:01:00,7,2,3,6,8,"649 S BOYLE AVE, 90033",34.03888728,-118.220101,14
32,1-1523599511,2020-01-01 01:51:00,2020-01-09 15:07:00,6,2,8,85,9,"945 W 54TH ST, 90037",33.99331977,-118.2908167,9
33,1-1523599571,2020-01-01 02:06:00,2020-01-02 16:05:00,11,5,7,17,5,"1149 N ARDMORE AVE, 90029",34.09193557,-118.3013781,13
34,1-1523599621,2020-01-01 02:11:00,2020-04-30 13:58:00,6,2,3,84,11,"781 E MARR ST, 90291",33.98793753,-118.4531232,11
35,1-1523599681,2020-01-01 02:18:00,2020-01-02 08:25:00,4,2,3,70,7,"530 S BENTON WAY, 90057",34.06369847,-118.2814905,1
36,1-1523599872,2020-01-01 03:13:00,2020-01-06 15:31:00,1,4,7,96,6,"4316 COUNCIL ST, 90004",34.07521547,-118.302184,10
37,1-1523599911,2020-01-01 03:28:00,2020-01-02 10:49:00,4,2,17,82,4,"4955 N WHITSETT AVE, 91607",34.16090116,-118.4053902,2
38,1-1523599951,2020-01-01 03:46:00,2020-01-03 06:47:00,4,2,8,83,4,"7439 N WOODMAN AVE, 91405",34.20596589,-118.4315175,2
39,1-1523600011,2020-01-01 03:52:00,2020-01-03 07:18:00,4,2,8,83,4,"6859 N WOODMAN AVE, 91405",34.19568668,-118.431492,2
40,1-1523600041,2020-01-01 03:53:00,2020-01-03 08:35:00,4,2,8,32,4,"13546 W VICTORY BLVD, 91401",34.18649254,-118.4284406,2
41,1-1523600061,2020-01-01 03:55:00,2020-01-03 07:19:00,4,2,8,32,4,"6501 N WOODMAN AVE, 91401",34.1884933,-118.4314082,2
42,1-1523600091,2020-01-01 03:57:00,2020-01-07 15:17:00,7,2,8,32,4,"13160 W VICTORY BLVD, 91401",34.1864924,-118.4202077,2
43,1-1523600121,2020-01-01 03:59:00,2020-01-03 07:57:00,4,2,8,32,4,"13350 W VICTORY BLVD, 91401",34.18649513,-118.4244299,2
44,1-1523600351,2020-01-01 02:01:00,2020-01-06 09:38:00,6,2,8,90,11,"83RD ST AT AIRLANE AVE, 90045",33.96348027,-118.3905578,11
45,1-1523600431,2020-01-01 02:14:00,2020-01-03 23:35:00,11,2,17,85,9,"4112 S FIGUEROA ST, 90037",34.00876351,-118.2825568,9
46,1-1523600481,2020-01-01 02:20:00,2020-01-02 08:50:00,4,2,17,29,2,"16820 W CHATSWORTH ST, 91344",34.26449633,-118.498366,12
47,1-1523600711,2020-01-01 03:03:00,2020-01-06 13:47:00,1,4,7,17,5,"5435 W SUNSET BLVD, 90027",34.09826199,-118.3083139,13
48,1-1523600761,2020-01-01 03:25:00,2020-01-01 10:50:00,3,2,7,85,9,"51ST PL AT VERMONT AVE, 90037",33.99596168,-118.2915498,9
49,1-1523600871,2020-01-01 03:47:00,2020-01-03 15:46:00,4,2,8,83,4,"13701 W GAULT ST, 91405",34.19946847,-118.4316074,2
50,1-1523600891,2020-01-01 03:50:00,2020-01-03 08:42:00,4,2,8,32,4,"13520 W VICTORY BLVD, 91401",34.18649294,-118.4274856,2
51,1-1523601001,2020-01-01 04:05:00,2020-01-03 07:55:00,4,2,8,32,4,"13357 W VICTORY BLVD, 91401",34.1868249,-118.4244964,2
52,1-1523601051,2020-01-01 05:56:00,2020-01-02 08:43:00,4,2,7,68,6,"1210 S LAKE ST, 90006",34.04891687,-118.2829553,1
53,1-1523601181,2020-01-01 06:23:00,2020-01-02 14:52:00,1,4,17,36,12,"1568 W 204TH ST, 90501",33.84555498,-118.3064513,15
54,1-1523602451,2020-01-01 02:26:00,2020-01-06 10:23:00,7,2,3,43,8,"5151 E CASTLEMAN AVE, 90032",34.07457864,-118.1743546,14
55,1-1523602491,2020-01-01 02:34:00,2020-01-07 16:53:00,5,2,3,12,2,"20129 W MAYALL ST, 91311",34.25372712,-118.5723589,12
56,1-1523602521,2020-01-01 02:40:00,2020-01-02 11:58:00,6,2,3,18,7,"1448 N MCDUFF ST, 90026",34.07845106,-118.2530381,13
57,1-1523602551,2020-01-01 02:43:00,2020-01-04 09:20:00,4,2,8,33,5,"5141 W LA VISTA CT, 90004",34.0821612,-118.3150472,4
58,1-1523602621,2020-01-01 02:56:00,2020-01-04 11:48:00,7,2,8,13,12,"2721 S DENISON AVE, 90731",33.71925721,-118.2890553,15
59,1-1523602651,2020-01-01 03:14:00,2020-01-01 10:50:00,3,2,8,67,10,"4411 S 11TH AVE, 90043",34.00326015,-118.3295196,8
60,1-1523602821,2020-01-01 04:01:00,2020-01-03 07:59:00,4,2,8,32,4,"13409 W VICTORY BLVD, 91401",34.18682287,-118.4250743,2
61,1-1523602951,2020-01-01 06:08:00,2020-01-03 07:19:00,4,2,8,32,4,"6550 N WOODMAN AVE, 91401",34.18963626,-118.4310929,2
62,1-1523603001,2020-01-01 06:11:00,2020-01-03 07:20:00,4,2,8,32,4,"6640 N WOODMAN AVE, 91401",34.19136993,-118.4310906,2
63,1-1523603051,2020-01-01 06:14:00,2020-01-03 08:24:00,4,2,8,32,4,"5712 N WOODMAN AVE, 91401",34.17430798,-118.4310788,2
64,1-1523603071,2020-01-01 06:19:00,2020-01-08 11:41:00,1,4,7,70,7,"3033 W 6TH ST, 90020",34.06383989,-118.2882115,13
65,1-1523603088,2020-01-01 06:22:00,2020-01-02 08:16:00,2,2,7,70,7,"3033 W 6TH ST, 90020",34.06383989,-118.2882115,13
66,1-1523603129,2020-01-01 06:26:00,2020-01-29 11:44:00,2,2,7,96,6,"3525 W 3RD ST, 90020",34.06919616,-118.2923915,10
67,1-1523603711,2020-01-01 04:59:00,2020-01-01 08:50:00,3,2,17,77,1,"7442 N VINELAND AVE, 91352",34.20573143,-118.3701614,2
68,1-1523603821,2020-01-01 06:09:00,2020-01-03 08:00:00,4,2,8,32,4,"13609 W VICTORY BLVD, 91401",34.1868278,-118.4294014,2
69,1-1523603927,2020-01-01 06:25:00,2020-01-02 16:24:00,11,5,7,70,7,"3029 W 6TH ST, 90020",34.0638409,-118.2880064,13
70,1-1523603977,2020-01-01 06:26:00,2020-01-08 11:31:00,1,4,7,96,6,"3525 W 3RD ST, 90020",34.06919616,-118.2923915,10
71,1-1523604061,2020-01-01 06:34:00,2020-01-03 12:02:00,2,2,7,96,6,"3RD ST AT VERMONT AVE, 90020",34.06904138,-118.2917048,10
72,1-1523604172,2020-01-01 07:11:00,2020-04-15 15:12:00,6,2,7,18,7,"445 N ALVARADO ST, 90026",34.07148765,-118.2674753,13
73,1-1523608271,2020-01-01 06:07:00,2020-01-03 07:20:00,4,2,8,32,4,"6550 N WOODMAN AVE, 91401",34.18963626,-118.4310929,2
74,1-1523608331,2020-01-01 06:10:00,2020-01-03 07:19:00,4,2,8,32,4,"6644 N WOODMAN AVE, 91401",34.19152128,-118.4310953,2
75,1-1523608391,2020-01-01 06:12:00,2020-01-03 07:43:00,4,2,8,32,4,"7024 N WOODMAN AVE, 91405",34.19824143,-118.4310964,2
76,1-1523608421,2020-01-01 06:13:00,2020-01-03 07:22:00,4,2,8,32,4,"6958 N WOODMAN AVE, 91405",34.19722048,-118.4310972,2
77,1-1523608459,2020-01-01 06:21:00,2020-01-02 16:22:00,11,5,7,70,7,"3033 W 6TH ST, 90020",34.06383989,-118.2882115,13
78,1-1523608691,2020-01-01 07:32:00,2020-04-20 15:16:00,2,2,17,28,2,"11275 N HAYVENHURST AVE, 91344",34.27526045,-118.4935881,12
79,1-1523608721,2020-01-01 07:37:00,2020-01-04 13:27:00,4,2,7,11,12,"528 W 14TH ST, 90731",33.73160318,-118.2887411,15
80,1-1523608751,2020-01-01 07:42:00,2020-01-06 13:09:00,4,2,8,43,8,"2546 N LOMBARDY BLVD, 90032",34.07661055,-118.1750151,14
81,1-1523608851,2020-01-01 07:55:00,2020-01-02 13:02:00,4,2,8,74,9,"527 E 33RD ST, 90011",34.01676787,-118.2657974,9
82,1-1523608981,2020-01-01 08:03:00,2020-01-04 09:47:00,4,2,7,63,5,"5085 W VENICE BLVD, 90019",34.04563608,-118.3501004,10
83,1-1523608999,2020-01-01 08:09:00,2020-01-07 09:59:00,4,2,7,0,0,"805 N HAVERFORD AVE, 90272",34.04518164,-118.5290278,11
84,1-1523609108,2020-01-01 08:10:00,2020-01-06 07:10:00,4,2,7,15,6,"1442 S HOPE ST, 90015",34.03762116,-118.2667658,14
85,1-1523609158,2020-01-01 08:14:00,2020-01-08 13:16:00,2,2,7,93,11,"PARNELL AVE AT SANTA MONICA BLVD, 90025",34.05298265,-118.4302034,5
86,1-1523609267,2020-01-01 06:29:00,2020-02-24 10:39:00,2,2,7,70,7,"4TH ST AT SHATTO PL, 90020",34.06700207,-118.2899889,13
87,1-1523609288,2020-01-01 06:28:00,2020-06-24 12:10:00,2,3,7,70,7,"VERMONT AVE AT 4TH ST, 90020",34.067363,-118.2916991,10
88,1-1523609381,2020-01-01 06:36:00,2020-01-04 08:23:00,2,2,7,96,6,"4TH ST AT NEW HAMPSHIRE AVE, 90020",34.0673582,-118.29297,10
89,1-1523609722,2020-01-01 07:56:00,2020-01-07 14:41:00,4,2,7,85,9,"852 W 53RD ST, 90037",33.99403185,-118.289042,9
90,1-1523609743,2020-01-01 07:57:00,2020-01-03 14:07:00,11,5,7,0,0,"1024 N LINDENWOOD LANE, 90049",34.07781917,-118.486194,11
91,1-1523609761,2020-01-01 07:56:00,2020-01-02 11:02:00,7,2,8,74,9,"527 E 33RD ST, 90011",34.01676787,-118.2657974,9
92,1-1523609861,2020-01-01 08:01:00,2020-01-02 11:22:00,1,4,7,27,8,"2337 W AVENUE 31, 90065",34.1065524,-118.2364079,1
93,1-1523609885,2020-01-01 08:02:00,2020-01-02 13:26:00,6,2,7,73,7,"1221 N WATERLOO ST, 90026",34.08013664,-118.2661285,13
94,1-1523609933,2020-01-01 08:04:00,2020-01-04 11:39:00,6,2,7,63,5,"5085 W VENICE BLVD, 90019",34.04563608,-118.3501004,10
95,1-1523609966,2020-01-01 08:08:00,2020-01-02 13:39:00,6,2,7,18,7,"2206 W RESERVOIR ST, 90026",34.07981445,-118.2649321,13
96,1-1523611207,2020-01-01 06:37:00,2020-01-04 10:02:00,2,2,7,96,6,"WILSHIRE BLVD AT NORMANDIE AVE, 90010",34.06173298,-118.3004012,10
97,1-1523611261,2020-01-01 06:54:00,2020-01-03 12:03:00,11,5,7,14,11,"12134 W GREENE AVE, 90066",33.99353864,-118.420335,11
98,1-1523611382,2020-01-01 07:32:00,2020-01-03 13:15:00,6,2,7,25,3,"5232 N LINDLEY AVE, 91316",34.16646256,-118.5271334,5
99,1-1523611474,2020-01-01 07:46:00,2020-01-07 09:16:00,4,2,7,27,8,"4220 E YORK BLVD, 90065",34.12364829,-118.2254219,14
100,1-1523611562,2020-01-01 07:50:00,2020-01-03 15:11:00,6,2,7,25,3,"18028 1/2 W VENTURA BLVD, 91316",34.16466587,-118.5254852,5
101,1-1523611602,2020-01-01 07:54:00,2020-01-07 14:41:00,4,2,7,85,9,"862 W 53RD ST, 90037",33.99402918,-118.2893059,9
102,1-1523611630,2020-01-01 07:57:00,2020-01-07 07:10:00,4,2,7,16,8,"4576 E YORK BLVD, 90041",34.1231352,-118.2163763,1
103,1-1523611691,2020-01-01 07:59:00,2020-01-04 13:02:00,4,2,8,35,12,"442 E 118TH ST, 90061",33.9263154,-118.2660319,15
104,1-1523611755,2020-01-01 08:02:00,2020-01-02 16:33:00,1,4,7,71,3,"7851 N JAMIESON AVE, 91335",34.21363172,-118.5236128,12
105,1-1523611798,2020-01-01 08:04:00,2020-02-24 11:38:00,2,2,7,52,4,"4555 N LANKERSHIM BLVD, 91602",34.15398159,-118.3683415,2
106,1-1523611861,2020-01-01 08:05:00,2020-01-04 06:55:00,4,2,17,98,3,"5259 N SAN FELICIANO DR, 91364",34.16580992,-118.6096378,3
107,1-1523611891,2020-01-01 08:06:00,2020-01-02 07:12:00,5,2,7,18,7,"2206 W RESERVOIR ST, 90026",34.07981445,-118.2649321,13
108,1-1523612011,2020-01-01 08:14:00,2020-01-07 14:33:00,2,2,7,15,6,"1616 S FLOWER ST, 90015",34.03648312,-118.2689405,14
109,1-1523612081,2020-01-01 08:16:00,2020-01-06 13:53:00,4,2,7,68,6,"1351 W WASHINGTON BLVD, 90007",34.04022268,-118.2855263,1
110,1-1523612095,2020-01-01 08:19:00,2020-01-08 13:17:00,2,2,7,93,11,"PARNELL AVE AT SANTA MONICA BLVD, 90025",34.05298265,-118.4302034,5
111,1-1523613271,2020-01-01 07:24:00,2020-01-02 13:22:00,4,2,7,13,12,"728 W 19TH ST, 90731",33.72708518,-118.293168,15
112,1-1523613461,2020-01-01 07:58:00,2020-01-04 13:53:00,7,2,8,35,12,"442 E 118TH ST, 90061",33.9263154,-118.2660319,15
113,1-1523613551,2020-01-01 08:01:00,2020-01-04 13:03:00,4,2,8,35,12,"442 E 118TH ST, 90061",33.9263154,-118.2660319,15
114,1-1523613772,2020-01-01 08:18:00,2020-01-01 12:04:00,3,2,7,20,10,"1800 W SLAUSON AVE, 90047",33.9889344,-118.3093548,8
115,1-1523613831,2020-01-01 08:19:00,2020-01-02 10:01:00,7,2,8,76,4,"4342 N WHITSETT AVE, 91604",34.1497392,-118.4050714,2
116,1-1523613898,2020-01-01 08:33:00,2020-01-02 11:40:00,1,4,7,26,1,"11800 W GLAMIS ST, 91342",34.27656185,-118.3897001,7
117,1-1523614031,2020-01-01 08:37:00,2020-01-07 07:58:00,4,2,3,52,4,"OXNARD ST AT TUJUNGA AVE, 91601",34.17940646,-118.3790766,2
118,1-1523614051,2020-01-01 08:37:00,2020-01-07 16:52:00,4,2,8,12,2,"20424 W SEPTO ST, 91311",34.25067475,-118.5778603,12
119,1-1523614131,2020-01-01 08:41:00,2020-01-07 08:02:00,4,2,3,52,4,"11350 W OXNARD ST, 91606",34.17929732,-118.378461,2
120,1-1523614181,2020-01-01 08:45:00,2020-01-07 08:02:00,4,2,3,52,4,"TIARA ST AT FAIR AVE, 91601",34.17849908,-118.3747086,2
121,1-1523615411,2020-01-01 08:35:00,2020-01-02 11:44:00,4,2,8,18,7,"1640 N ALVARADO ST, 90026",34.08441175,-118.2590928,13
122,1-1523615431,2020-01-01 08:36:00,2020-01-07 07:59:00,4,2,3,52,4,"11413 W OXNARD ST, 91606",34.17956717,-118.3796076,2
215,1-1523625869,2020-01-01 09:51:00,2020-01-06 13:39:00,4,2,7,48,11,"3815 S MCLAUGHLIN AVE, 90066",34.00811684,-118.4245294,11
123,1-1523615511,2020-01-01 08:37:00,2020-01-02 07:13:00,7,2,8,18,7,"1640 N ALVARADO ST, 90026",34.08441175,-118.2590928,13
124,1-1523615671,2020-01-01 08:46:00,2020-01-07 08:02:00,6,2,3,52,4,"TIARA ST AT FAIR AVE, 91601",34.17849908,-118.3747086,2
125,1-1523615691,2020-01-01 08:46:00,2020-01-01 10:11:00,3,2,8,72,4,"15129 W KILLION ST, 91411",34.17120546,-118.4629016,4
126,1-1523616131,2020-01-01 09:13:00,2020-01-02 07:52:00,4,2,8,99,9,"216 W 47TH ST, 90037",34.00081921,-118.2768081,9
127,1-1523616161,2020-01-01 09:14:00,2020-01-03 12:02:00,4,2,7,17,5,"532 N VIRGIL AVE, 90004",34.08037098,-118.2866321,13
128,1-1523616251,2020-01-01 08:29:00,2020-01-06 11:29:00,6,2,7,22,9,"324 E 103RD ST, 90003",33.94273369,-118.2686364,8
129,1-1523616267,2020-01-01 08:31:00,2020-01-06 09:51:00,4,2,7,84,11,"2417 S GLENCOE AVE, 90291",33.99614469,-118.4470491,11
130,1-1523616382,2020-01-01 08:36:00,2020-01-03 11:37:00,4,2,7,83,4,"7139 N HAZELTINE AVE, 91405",34.20046799,-118.440217,6
131,1-1523616479,2020-01-01 08:43:00,2020-01-04 09:50:00,4,2,7,49,10,"2002 S THURMAN AVE, 90016",34.03942134,-118.3657115,10
132,1-1523616500,2020-01-01 08:45:00,2020-01-02 15:01:00,1,4,7,49,10,"2002 S THURMAN AVE, 90016",34.03942134,-118.3657115,10
133,1-1523616583,2020-01-01 08:48:00,2020-01-04 09:50:00,4,2,7,49,10,"2325 S THURMAN AVE, 90016",34.03657523,-118.3671962,10
134,1-1523616621,2020-01-01 08:46:00,2020-01-04 14:21:00,4,2,8,61,12,"222 N WESTERN AVE, 90732",33.74537908,-118.3094759,15
135,1-1523616702,2020-01-01 08:48:00,2020-01-04 09:31:00,4,2,7,75,11,"9500 W SAWYER ST, 90035",34.04591811,-118.3957363,5
136,1-1523616794,2020-01-01 08:55:00,2020-01-02 14:27:00,1,4,7,18,7,"1500 N ECHO PARK AVE, 90026",34.0798335,-118.2553126,13
137,1-1523616901,2020-01-01 08:59:00,2020-01-04 11:12:00,4,2,8,75,11,"9600 W MONTE MAR DR, 90035",34.0491504,-118.3971352,5
138,1-1523616971,2020-01-01 09:01:00,2020-01-04 11:12:00,4,2,8,75,11,"9600 W MONTE MAR DR, 90035",34.0491504,-118.3971352,5
139,1-1523617091,2020-01-01 09:03:00,2020-01-03 07:53:00,4,2,17,25,3,"5939 N BALCOM AVE, 91316",34.17857039,-118.5205986,5
140,1-1523617111,2020-01-01 09:04:00,2020-01-03 09:21:00,2,2,17,7,9,"5902 S OLIVE ST, 90003",33.98733467,-118.2791501,9
141,1-1523617141,2020-01-01 09:05:00,2020-01-02 14:28:00,4,2,8,13,12,"1177 W 22ND ST, 90731",33.7241692,-118.3029232,15
142,1-1523617191,2020-01-01 09:07:00,2020-01-03 09:20:00,4,2,17,7,9,"5902 S OLIVE ST, 90003",33.98733467,-118.2791501,9
143,1-1523617331,2020-01-01 08:43:00,2020-01-07 07:58:00,4,2,3,52,4,"11328 W OXNARD ST, 91606",34.17931585,-118.3778031,2
144,1-1523617371,2020-01-01 08:45:00,2020-01-02 07:55:00,4,2,7,44,3,"OSTROM AVE AT CANTLAY ST, 91406",34.20206496,-118.5076743,6
145,1-1523617394,2020-01-01 08:48:00,2020-01-02 08:12:00,4,2,7,3,6,"226 S HEWITT ST, 90012",34.046366,-118.236032,14
146,1-1523617411,2020-01-01 08:45:00,2020-01-01 09:32:00,3,2,8,55,4,"12150 W WIXOM ST, 91605",34.21109609,-118.3983627,2
147,1-1523617511,2020-01-01 08:47:00,2020-01-07 07:58:00,4,2,3,52,4,"11300 W OXNARD ST, 91606",34.17931189,-118.3769097,2
148,1-1523617612,2020-01-01 08:57:00,2020-01-05 14:13:00,1,4,7,49,10,"2320 S GENESEE AVE, 90016",34.03783735,-118.36825,10
149,1-1523617721,2020-01-01 09:00:00,2020-01-05 07:52:00,1,4,7,49,10,"2330 S FAIRFAX AVE, 90016",34.0369308,-118.3686254,10
150,1-1523617781,2020-01-01 09:02:00,2020-01-01 12:05:00,3,2,8,9,9,"1428 E 58TH ST, 90011",33.99006956,-118.2492225,9
151,1-1523617816,2020-01-01 09:02:00,2020-01-02 15:02:00,1,4,7,49,10,"2340 S FAIRFAX AVE, 90016",34.03648571,-118.3687466,10
152,1-1523617885,2020-01-01 09:10:00,2020-01-21 10:15:00,4,2,7,33,5,"600 N GRAMERCY PL, 90004",34.0818189,-118.3124681,4
153,1-1523617921,2020-01-01 09:05:00,2020-01-02 14:34:00,4,2,17,4,7,"3434 W HOLLYDALE DR, 90039",34.11410072,-118.2618575,13
154,1-1523618000,2020-01-01 09:12:00,2020-01-02 00:00:00,8,1,7,0,0,"1626 N MICHAEL LANE, 90272",34.07971449,-118.5645776,11
155,1-1523618171,2020-01-01 09:14:00,2020-01-02 08:07:00,7,2,8,99,9,"216 W 47TH ST, 90037",34.00081921,-118.2768081,9
156,1-1523619311,2020-01-01 08:48:00,2020-01-04 14:21:00,4,2,8,61,12,"222 N WESTERN AVE, 90732",33.74537908,-118.3094759,15
157,1-1523619381,2020-01-01 08:51:00,2020-01-04 11:50:00,7,2,8,61,12,"222 N WESTERN AVE, 90732",33.74537908,-118.3094759,15
158,1-1523619409,2020-01-01 08:52:00,2020-01-06 09:05:00,4,2,7,78,1,"10240 N MCVINE AVE, 91040",34.25541098,-118.3112922,7
159,1-1523619436,2020-01-01 08:55:00,2020-01-02 15:01:00,1,4,7,49,10,"2316 S GENESEE AVE, 90016",34.03786052,-118.3682395,10
160,1-1523619441,2020-01-01 08:52:00,2020-01-04 14:21:00,6,2,8,61,12,"222 N WESTERN AVE, 90732",33.74537908,-118.3094759,15
161,1-1523619481,2020-01-01 08:54:00,2020-01-04 07:34:00,2,2,17,35,12,"540 W 111TH PL, 90044",33.93375695,-118.2840926,8
162,1-1523619591,2020-01-01 08:59:00,2020-01-02 14:53:00,4,2,8,93,11,"11221 W RICHLAND AVE, 90064",34.03270999,-118.4333508,5
163,1-1523619631,2020-01-01 09:01:00,2020-01-07 09:16:00,7,2,8,84,11,"826 E AMOROSO PL, 90291",33.99316791,-118.458038,11
164,1-1523619751,2020-01-01 09:12:00,2020-01-04 07:37:00,4,2,3,96,6,"962 S BERENDO ST, 90006",34.05381714,-118.2936177,10
165,1-1523619791,2020-01-01 09:13:00,2020-01-01 10:02:00,3,2,17,83,4,"14540 W HARTLAND ST, 91405",34.19505178,-118.4502236,6
166,1-1523619903,2020-01-01 09:17:00,2020-01-02 10:21:00,1,4,7,45,8,"MISSION ROAD AT LINCOLN PARK AVE, 90031",34.06779032,-118.2024648,1
167,1-1523619939,2020-01-01 09:24:00,2020-01-03 14:49:00,4,2,7,83,4,"15403 W SHERMAN WAY, 91406",34.20145252,-118.4688266,6
168,1-1523620129,2020-01-01 09:28:00,2020-01-02 11:25:00,7,2,7,72,4,"4738 N WILLIS AVE, 91403",34.1571092,-118.4551522,4
169,1-1523621221,2020-01-01 09:09:00,2020-01-03 15:24:00,1,4,17,83,4,"VANOWEN ST AT HAZELTINE AVE, 91405",34.19392007,-118.4400287,6
170,1-1523621291,2020-01-01 09:12:00,,8,1,17,20,10,"1925 W GAGE AVE, 90047",33.98190267,-118.3124585,8
171,1-1523621381,2020-01-01 09:14:00,2020-01-09 16:36:00,1,4,3,50,5,"401 N FAIRFAX AVE, 90036",34.07839122,-118.3616458,5
172,1-1523621431,2020-01-01 09:17:00,2020-01-02 07:52:00,6,2,8,99,9,"216 W 47TH ST, 90037",34.00081921,-118.2768081,9
173,1-1523621491,2020-01-01 09:20:00,2020-01-27 11:21:00,2,2,17,53,2,"15611 W PARTHENIA ST, 91343",34.22844778,-118.4724808,6
174,1-1523621559,2020-01-01 09:24:00,2020-01-14 15:36:00,1,4,7,19,7,"2451 E MEADOWVALE AVE, 90031",34.09219389,-118.2322907,13
175,1-1523621615,2020-01-01 09:26:00,2020-01-02 07:48:00,2,2,7,19,7,"2433 E RIVERDALE AVE, 90031",34.09247784,-118.2333085,13
